lon lat ve vn vu se sn su name
174.68029 -39.38307 -2.31401 -1.67826 2.30196 1.24347 1.33076 1.36101 1254
174.70194 -39.57802 -1.71234 -2.24293 1.31195 0.74523 0.52833 0.47430 a78c
174.72566 -38.30221 0.00462 -1.50454 -8.35796 0.67188 0.64801 0.84923 a1yc
174.76809 -39.09494 -1.66651 -2.12736 1.01199 0.70533 0.60566 0.57467 a3yh
174.95089 -39.72123 -2.70574 -2.91987 1.64195 0.86018 0.51186 0.50324 1240
174.99397 -39.53519 -1.70224 -2.96951 1.73197 0.82919 0.50096 0.47406 a78a
175.00002 -37.58938 -0.18811 -1.29804 -0.10798 0.27201 0.30232 0.28060 a33d
175.14529 -38.31455 -0.46723 -1.80152 0.03251 0.55980 0.44712 0.49718 ah33
175.20446 -38.68667 0.63576 -2.52350 1.12257 0.62627 0.63207 0.57942 b4au
175.33306 -36.48799 1.07937 -1.70922 -0.62806 0.30042 0.29386 0.36742 a9mt
175.39432 -38.49848 -0.10218 -2.68610 1.95425 1.40047 1.49932 0.66232 be4c
175.51860 -36.33305 0.90749 -1.64460 -0.21806 0.23448 0.22468 0.28780 1344
175.64837 -38.36022 0.31941 -2.25531 0.49678 0.92784 0.83267 0.56077 dtkd
175.65676 -38.71729 -0.29548 -3.23736 0.18173 0.95863 0.88559 0.58153 2104
175.66417 -38.26723 -0.24807 -2.46118 1.05503 0.46444 0.43382 0.51129 ah4q
175.75225 -38.35663 1.03778 -3.63386 4.10401 1.43723 1.33940 0.68964 eay7
175.79640 -38.61341 0.09014 -2.75653 -5.20423 0.82279 0.60838 1.14043 2003
175.79782 -38.42500 0.60826 -3.53585 2.35027 1.09540 0.91377 0.72174 eay6
175.86728 -38.50215 -1.08857 -4.21007 1.32624 0.87317 0.87194 0.58656 2017
175.94753 -38.44014 1.22638 -3.61599 2.86267 0.67438 0.62128 0.62657 a934
176.00253 -38.43249 1.99183 -4.17855 1.39691 0.68356 0.50515 0.61179 1277
176.09785 -38.31966 2.85798 -5.66923 0.88173 1.32795 1.49661 0.74707 a86g
176.11204 -37.73339 0.83262 -1.80166 0.84625 0.55883 0.53553 0.55064 ab5p
177.52004 -37.92526 2.64794 -15.80606 -1.77781 0.93355 0.89971 1.74686 b34a
170.70015 -44.98254 -30.28407 -12.15508 NaN 0.64708 0.53115 NaN eebp
170.53421 -44.80704 -30.85812 -12.54299 NaN 0.62298 0.54800 NaN eebn
170.24890 -44.61759 -31.51453 -13.36979 NaN 0.87846 0.82429 NaN eebm
169.86691 -44.54375 -29.32135 -11.87327 NaN 0.96959 0.76604 NaN eebl
169.49640 -44.69768 -28.67942 -12.17680 NaN 0.77155 0.69305 NaN eebk
168.75573 -45.12799 -29.41567 -11.67805 NaN 0.97341 0.67886 NaN eebj
168.70860 -45.45650 -29.16950 -10.65530 NaN 1.01666 0.58087 NaN eebh
168.82117 -45.91302 -29.17721 -11.61314 NaN 0.60969 0.52991 NaN eebg
169.37306 -46.12974 -28.58609 -11.79742 NaN 0.75359 0.44743 NaN eebf
170.15048 -46.16310 -28.33185 -11.33914 NaN 0.85785 0.64049 NaN ecfj
169.00359 -43.86082 -6.95000 -0.83000 NaN 0.46000 0.46000 NaN 6731
175.01100 -41.13700 -21.88002 -7.10005 NaN 0.43000 0.44000 NaN 5302
175.63626 -38.40273 0.51606 -4.35538 NaN 2.26000 1.86000 NaN 2328
175.80500 -38.67200 0.40849 -3.07595 NaN 0.82000 0.72000 NaN 2004
169.25068 -44.19470 -21.57000 -10.10000 NaN 0.62000 0.81000 NaN aady
175.74295 -38.64281 -1.84314 -0.96326 NaN 1.84000 1.84000 NaN a8yc
166.95200 -45.26600 -22.04000 -3.89000 NaN 1.24000 1.54000 NaN a0dw
176.81940 -38.11360 5.26959 -13.52612 -0.90780 2.49000 1.85000 7.20000 eaxy
176.16320 -38.41070 2.96238 -6.97327 -2.15250 2.02000 1.67000 9.60000 e4mh
176.52200 -38.22910 2.48864 -7.10305 -0.22579 0.77000 0.85000 1.20000 cbww
176.56080 -38.40790 3.08166 -10.02198 -1.10810 0.56000 0.73000 1.60000 cbwv
176.75300 -38.25680 3.93578 -11.78260 1.90861 0.73000 0.68000 1.20000 cbwr
176.09810 -38.40700 3.12207 -5.28474 -2.20073 0.48000 0.46000 4.30000 bevj
176.30280 -38.47680 2.68984 -9.35537 -2.66684 0.79000 0.90000 1.00000 be2t
176.25250 -38.13040 3.95240 -5.24639 -1.18620 1.42000 1.76000 2.20000 b4hj
176.25470 -38.16890 3.28592 -4.22054 -0.93117 0.91000 0.83000 1.20000 b26q
176.53450 -38.03640 2.63598 -7.14509 -0.16549 0.98000 1.08000 2.20000 agug
176.48780 -38.47250 2.16219 -11.20864 1.14975 1.61000 1.82000 4.10000 agb9
176.73710 -38.07650 3.79195 -9.30475 -0.16029 0.87000 0.77000 1.20000 a9bm
176.28770 -38.35200 2.55107 -4.89526 0.09080 0.85000 0.86000 1.20000 a88h
176.30070 -38.33760 3.22515 -4.75807 -1.41150 0.93000 0.86000 1.20000 a88g
176.15820 -38.36430 4.52187 -7.41659 -2.15190 2.12000 1.69000 9.60000 a886
176.13770 -38.30200 4.31662 -7.13972 -4.09106 1.98000 1.77000 9.60000 a86w
176.21430 -38.32890 2.37696 -6.48736 -2.29970 1.45000 1.24000 9.60000 a86t
176.16900 -38.31400 2.71234 -5.52947 -2.07038 1.08000 0.74000 1.20000 a86l
176.82720 -38.37570 1.75199 -12.82667 -0.17611 1.27000 0.94000 1.20000 a7lj
176.73400 -38.37620 4.34509 -11.85009 -1.84006 0.65000 0.66000 1.20000 a7lf
176.39320 -37.86280 2.19778 -4.41548 0.63415 1.91000 1.47000 7.20000 a4k6
176.68470 -37.98210 2.33364 -9.55599 1.90250 2.31000 1.88000 7.20000 6881
176.32070 -38.24920 2.10262 -6.13824 -1.96690 0.65000 0.72000 1.20000 3094
176.29830 -38.23350 3.38223 -5.44645 4.18740 0.92000 0.61000 1.20000 3093
176.38810 -38.31920 1.98086 -7.58037 3.10672 0.71000 0.63000 1.20000 3081
176.50170 -38.27760 3.05663 -9.29181 0.76159 0.46000 0.48000 4.30000 3080
176.50030 -38.31830 2.70498 -9.67075 -7.99157 0.78000 0.74000 1.20000 3079
176.45980 -38.31120 2.99319 -8.94303 1.34226 0.70000 0.62000 1.30000 3078
176.42830 -38.30510 2.27163 -8.46569 -0.40289 0.68000 0.66000 1.20000 3077
176.32910 -38.26400 1.70741 -5.04595 -4.29680 0.73000 0.66000 1.20000 3067
176.32350 -38.29170 2.95697 -5.36488 -2.47939 0.57000 0.73000 1.20000 3066
176.27790 -38.28500 3.05619 -4.24209 -1.60940 0.72000 0.86000 1.20000 3063
176.24830 -38.30540 2.37278 -4.35864 -2.69840 0.78000 0.72000 1.20000 3061
176.28220 -38.24860 2.47453 -5.47574 -1.47220 0.83000 0.60000 1.20000 3052
176.27250 -38.21660 2.12107 -5.26756 1.01380 0.54000 0.49000 4.30000 3051
176.46830 -38.28070 2.19326 -8.61494 4.22994 0.55000 0.61000 1.20000 3006
176.40690 -38.27190 4.78184 -5.66282 -10.48568 0.82000 0.77000 1.30000 3002
176.64110 -38.16730 4.60229 -9.06323 -4.68467 0.69000 0.81000 1.10000 2351
176.52210 -38.17360 5.15530 -7.33599 -2.52093 0.77000 1.15000 1.10000 2350
176.40480 -38.15700 2.82543 -4.62677 1.48621 0.89000 0.97000 1.20000 2348
176.31810 -38.15820 1.76727 -4.03774 0.52434 0.73000 0.80000 1.30000 2344
176.63440 -38.48470 3.52406 -11.29778 -2.03594 0.62000 0.95000 1.20000 2318
176.20860 -38.44240 0.08493 -6.79469 -5.93950 0.95000 0.69000 1.60000 2313
176.22110 -38.36930 1.02176 -5.96032 0.04540 1.02000 0.83000 1.20000 2309
176.11100 -38.36510 2.87417 -5.00394 -1.68662 0.91000 0.87000 1.90000 2308
176.19790 -38.11840 0.97291 -1.35395 -3.80020 0.69000 0.58000 1.20000 1291
148.28275 -34.30375 0.17875 -0.20002 -0.67006 0.33977 0.33414 0.71196 yung
130.94157 -25.23105 0.07542 -0.46825 0.43294 0.34916 0.34667 0.72628 yula
149.01667 -23.27001 4.53976 1.58190 3.14694 0.53424 0.58930 1.35784 yrbe
153.35790 -29.44743 0.05325 -0.36209 -1.19506 0.34592 0.33926 0.77500 ymba
150.73231 -28.63165 0.22128 0.12005 0.93394 0.77344 0.76031 1.26711 ylrb
145.23584 -35.92793 0.21684 -0.64809 0.25094 0.51259 0.49093 1.22470 yiel
148.91325 -34.84490 -0.05233 -0.22916 -1.45806 0.33635 0.34229 0.74502 yass
141.45461 -34.52797 0.73889 -1.41048 -2.16006 0.41608 0.36394 1.10397 yars
151.92223 -31.23633 -0.03760 -0.04003 -0.97106 0.36106 0.34119 0.78663 yaro
146.34903 -38.18210 0.81010 -1.20496 -6.35006 0.37138 0.40255 0.88407 yall
152.79012 -27.92746 -0.16152 -0.18910 0.31194 0.59310 0.58317 1.09761 wyrl
151.42398 -33.28254 0.05788 -0.80936 -0.64006 0.33481 0.34124 0.73807 wyng
143.22594 -36.07746 0.23631 -0.33557 -0.25006 0.34837 0.36021 0.79335 wych
135.45368 -33.04466 0.33897 -0.69443 -0.69706 0.89733 0.79612 1.64770 wudn
148.95661 -32.57378 -0.18697 0.02022 -1.08106 0.45164 0.44751 0.88645 wton
143.09301 -30.85328 -0.95544 -0.90264 2.99594 0.43591 0.42734 0.78336 wtcf
145.11619 -37.51454 0.33136 -0.27762 -3.10406 0.51080 0.52129 1.22228 wsea
147.83645 -31.70080 -0.12666 -0.55120 -1.54806 0.33475 0.33909 0.73628 wrrn
144.29969 -38.19607 0.65110 -1.17112 -1.74306 0.68407 0.62938 1.07800 wpnd
145.59086 -38.60809 0.30011 -0.36823 -0.99906 0.31789 0.33052 0.78172 wotg
145.41211 -16.35905 -0.18507 -0.47553 -0.80406 0.50175 0.48103 1.12872 wong
143.00629 -22.46916 -0.18119 -0.73272 -0.34106 0.53396 0.51334 0.95057 wntn
146.32306 -36.35454 -0.12502 0.37536 -4.28406 0.50906 0.51920 1.14107 wnga
150.01722 -26.12376 1.27067 -1.11380 -3.17706 0.54044 0.75567 0.87018 wndn
152.62546 -30.93064 0.69294 2.44927 -3.60606 0.48513 0.67275 0.93968 wlwn
115.87964 -32.04239 0.25460 -0.75619 -3.27706 0.47610 0.45514 1.00285 wlt1
149.13772 -35.59454 0.03673 -0.28191 -1.68006 0.49680 0.48053 0.94974 wlmd
148.11694 -30.02338 -0.19034 -0.14169 -0.44206 0.31805 0.31311 0.71755 wlgt
143.37510 -31.55529 0.25751 -0.17969 -0.05806 0.46733 0.49655 0.82451 wlca
120.64350 -19.77860 -0.00946 -0.39298 0.31994 0.33749 0.32295 0.72186 wlal
137.58550 -33.03514 0.32768 0.04679 4.81294 0.86155 0.79770 1.92237 whya
116.02808 -32.29752 -0.53779 -0.63258 -0.90406 0.30040 0.33847 0.65208 whiy
150.59775 -33.88642 -0.64488 -0.38772 -2.20506 0.52439 0.49920 0.97239 wgba
150.99497 -34.13421 -0.19299 -0.43003 -0.78106 0.33141 0.31907 0.71853 wfal
143.83022 -37.53775 0.51391 -0.40233 -1.90506 0.44857 0.45185 0.97811 wend
141.86239 -12.66834 -0.59121 -0.54788 4.93194 0.94058 0.85594 2.48144 weia
149.25453 -29.01328 1.01344 -0.31927 1.59794 0.38412 0.46768 0.75256 weem
143.61403 -36.42551 0.22197 -0.50669 -0.32606 0.37994 0.41056 0.84660 wedd
152.60714 -28.39343 0.09101 -0.45682 -0.59206 0.37959 0.37612 0.85143 wdbg
152.73427 -31.46106 -0.05746 -0.21776 -0.30506 0.49156 0.45267 0.84221 wchp
150.57421 -29.54058 -0.19423 -0.57531 0.14094 0.36154 0.43280 0.74184 war3
147.73418 -35.96600 0.68036 -0.17284 0.13994 0.37567 0.37810 0.90745 walw
135.64328 -17.77633 -0.12297 -0.89047 -0.07706 0.43687 0.44917 0.90240 walh
144.38100 -35.45533 0.46954 0.68618 0.75994 0.35058 0.37799 0.80125 wak1
210.70468 -17.80594 -84.46151 27.78379 -0.82906 0.42332 0.41364 1.24917 vrtg
150.97717 -33.88063 -0.06613 -0.44438 -0.38106 0.32113 0.33085 0.70920 vlwd
175.56341 -39.27527 -0.94854 -2.20109 -3.13880 1.65109 1.32923 2.43192 vgdr
115.81659 -31.97873 -0.41693 -0.77173 -1.01706 0.54449 0.52476 0.91952 uwa0
141.81264 -35.17123 0.37468 -0.56535 -0.34706 0.32133 0.33355 0.75946 unde
150.46534 -35.36196 1.47446 0.31665 3.23994 0.42071 0.38629 0.86934 ulla
128.88315 -31.67958 0.21630 -0.32650 -0.23106 0.36736 0.36350 0.73346 ucla
153.04076 -26.39228 -1.49637 -0.22664 -1.45106 0.72454 0.80288 1.97438 twtn
146.83476 -19.25226 10.72021 -4.62287 -5.18206 1.87887 1.74861 2.08877 twpt
150.16329 -30.64085 0.41413 0.63734 -0.27106 0.77372 0.71660 1.30016 twga
145.93165 -17.94174 -0.16972 -0.20306 -0.29906 0.51145 0.51708 1.15831 tuly
147.56971 -32.63220 0.67005 -0.23248 -0.93606 0.40834 0.40045 0.75925 tull
145.20774 -41.48956 -12.23376 3.23410 -4.48406 1.67708 1.06561 2.14045 tsr1
145.13240 -40.85049 -0.12138 -0.16053 0.08794 0.79572 0.76700 1.48302 tsmi
151.89928 -26.79542 -0.61802 -0.32290 -0.58506 0.47520 0.50610 1.32689 trn1
146.53643 -38.19760 -0.49765 -1.37007 -5.18606 0.81585 0.79126 1.26923 trar
147.36975 -32.25336 -0.51558 -0.49312 0.77294 0.35702 0.36008 0.76275 tott
146.97542 -32.00725 0.09915 -1.31341 1.24894 0.77985 0.72900 1.44566 tot1
144.30990 -38.32194 3.26707 5.46892 -1.87706 1.50841 0.94043 1.40131 torq
115.58434 -31.49569 0.76735 -1.09457 -0.33306 0.56118 0.44703 0.97132 tork
152.36642 -27.08332 -0.80748 -0.27118 -0.55106 0.40921 0.38677 0.77148 toog
117.40031 -22.84645 -0.44105 -0.48727 0.39994 0.34497 0.34006 0.71539 tomp
152.01992 -29.05477 -0.00840 -0.28313 -0.40406 0.33596 0.32863 0.71947 tntr
150.57353 -24.49174 0.39619 1.57836 -0.41606 0.44849 0.47994 0.91207 tngl
148.22018 -35.30108 0.02131 -0.52395 -0.21206 0.32183 0.33186 0.70108 tmut
147.53441 -34.44644 0.11771 -0.45598 -2.03906 0.34540 0.34440 0.75972 tmra
146.28410 -24.77170 0.07477 0.10527 0.00394 0.39336 0.40745 0.78646 tmbo
148.01153 -35.77768 -0.00170 -0.13396 -0.64306 0.32774 0.32376 0.73719 tmba
144.41379 -30.86696 0.07169 -0.38501 -0.23806 0.36537 0.36537 0.73628 tlpa
142.22195 -10.58648 -0.05978 -0.26680 -1.23706 0.54924 0.54555 1.13676 titg
146.39824 -37.84353 0.16480 0.10549 -1.73906 0.49698 0.45761 1.23784 tho1
150.07546 -24.94861 -0.43405 -1.16669 0.06994 0.72475 0.81480 1.23500 the1
148.78449 -23.96063 0.37175 -0.00077 -1.22706 0.44858 0.46890 0.91090 ter4
141.11095 -36.12601 1.09632 -0.42984 -0.88306 0.51800 0.43140 1.07254 telo
146.77190 -19.27075 0.19584 3.95564 137.99694 0.90205 0.95161 3.13828 tcc1
153.00339 -25.91883 0.56956 0.48766 1.10794 0.43628 0.38914 1.00725 tcby
145.27045 -36.43964 -0.49569 -1.13318 -2.70906 0.35575 0.46264 1.05416 tatu
152.46380 -31.91220 0.24760 -0.52463 -0.45206 0.35101 0.34605 0.73186 tare
149.11329 -26.04064 3.45456 18.15669 0.28894 1.65470 1.26991 1.14366 talo
149.16106 -35.34251 -0.09445 -0.43200 -0.39806 0.38119 0.37604 0.75751 sym1
152.87707 -27.67242 -0.08906 -0.10454 -0.24706 0.40609 0.38630 1.05561 swtc
143.56016 -35.34347 -0.13619 -0.11611 -0.68406 0.35508 0.36796 0.81703 swnh
141.13655 -37.72878 0.05753 -0.52461 -2.20706 0.35561 0.36971 0.86922 strh
149.58772 -22.48320 -0.65182 -0.14958 -0.40206 1.58972 0.91357 1.13976 stlw
143.28529 -24.35024 0.00041 1.43195 3.28094 0.53825 0.56083 0.87617 sthg
138.89827 -35.25231 0.13954 -0.00290 -1.20706 0.83789 0.78888 1.42810 stbn
145.58429 -40.96165 -0.38419 -0.31833 -1.06306 0.51518 0.54834 1.10079 ssck
140.98918 -36.37788 -0.45966 1.34277 1.25394 0.51886 1.09403 0.89602 srvc
150.56394 -33.69854 -0.54067 -0.16744 -0.11806 0.32165 0.32376 0.78240 spwd
151.62366 -32.96025 0.86429 0.02484 0.48194 0.44947 0.42701 0.90282 sppt
151.17575 -32.55823 -0.19211 -0.19812 0.15394 0.34005 0.33538 0.78012 sngo
149.22564 -21.06689 -0.99809 0.71057 -0.43906 0.36989 0.36801 0.80330 slad
143.35951 -37.68485 -0.07555 -0.49404 0.97594 0.35892 0.36683 0.80306 skip
152.90777 -27.68324 0.89185 -0.89090 -3.75906 0.65434 0.57931 1.12544 sfld
150.86965 -32.05135 0.03078 -0.19066 -0.61406 0.35682 0.33269 0.73955 scon
121.54869 -32.95054 0.70002 1.64531 -0.17106 1.33659 1.07670 2.17278 sagm
149.97668 -32.79244 -0.10290 -0.18779 -0.75106 0.34905 0.34755 0.76671 ryls
136.90209 -30.55810 1.10097 0.34417 -0.98506 0.50788 0.46258 0.93304 rxby
145.48269 -17.60640 -0.37713 -0.66904 -0.17206 0.53880 0.51480 1.00648 rvso
146.89610 -20.11193 0.28571 -2.05883 -1.43406 0.86393 0.86632 1.18979 rvnw
141.26898 -34.04248 0.16526 -0.10831 -0.39606 0.37910 0.37267 0.74349 ruus
146.50890 -36.09846 -0.15360 -0.82236 -1.52506 0.35641 0.37956 0.85060 ruth
138.75094 -34.53626 -0.13928 -0.66864 0.58494 0.51810 0.58235 1.14664 rswt
150.79008 -23.16099 -0.01609 -0.10938 -0.19406 0.41085 0.38070 0.91118 rsby
115.52901 -31.99445 -0.57194 -2.31148 4.04794 1.45072 1.16452 2.63724 rot1
148.78788 -26.56955 0.26444 0.87853 -1.33906 0.48813 0.58647 1.06510 rom1
133.81654 -18.38788 -0.29184 -0.32481 -0.37606 0.33474 0.33783 0.80242 rnsp
141.99295 -35.90976 0.01266 2.20289 -1.53606 0.39957 0.52369 0.84961 rnbo
148.39688 -24.40665 -3.42559 -2.76610 3.22494 0.84934 1.31600 1.01125 rlst
225.03110 -23.11777 -79.40522 39.74421 -3.87606 0.40014 0.36113 0.94841 rktg
137.83480 -19.96761 -0.08401 -0.24900 -0.26106 0.34428 0.34799 0.71448 rkld
129.99221 -17.71160 -0.35294 -0.42980 0.00094 0.41223 0.40286 0.86558 rivn
145.96184 -41.06512 0.16829 -0.37098 -1.23306 0.29651 0.30555 0.68501 rhpt
149.65499 -33.41566 -0.16167 -0.00925 -0.40006 0.36757 0.31740 0.69482 rgln
147.58729 -23.42642 0.30838 -0.79033 0.40394 0.55967 0.52714 0.90521 rbyl
142.76988 -34.59032 0.39707 0.21768 -0.82706 0.42119 0.45481 0.83914 rbvl
151.74543 -32.76287 -0.03456 -0.22749 -0.77406 0.47822 0.46973 0.88904 raym
146.38865 -37.95394 0.53370 -0.69472 -1.91706 0.83528 0.73437 1.51897 raws
146.26165 -33.84198 0.07784 -0.00711 -0.39506 0.38810 0.36934 0.75305 rank
146.57851 -35.59377 -0.21439 0.17212 -0.99306 0.36868 0.34097 0.72353 rand
145.56460 -42.07962 -0.44230 -0.47364 -1.24806 0.83166 0.84454 1.40856 quee
147.87001 -30.93299 -0.80968 0.25887 3.48394 0.43901 0.44105 0.86526 quam
144.63809 -38.27031 -0.24805 -0.22912 -2.12706 0.37085 0.41848 0.82052 qclf
140.54517 -36.69157 0.50923 0.35182 0.25394 1.03894 0.97960 1.75708 pway
150.65952 -32.95304 -0.12186 -0.00360 -0.80206 0.33481 0.33887 0.80174 puty
152.88251 -31.45322 2.21854 -1.44609 -7.79106 0.99953 0.74309 3.75601 ptmq
135.85652 -34.72904 -0.93733 -3.79101 -3.27406 0.80839 0.90977 2.02274 ptln
150.86249 -23.58411 -0.10137 -1.65168 -0.14606 0.76883 0.83516 1.32830 ptlm
142.23828 -38.38504 0.00058 -0.39526 -0.57606 0.34374 0.36680 0.73886 prtf
149.08900 -35.36357 0.23782 -0.54348 -1.66206 0.41875 0.40408 0.78279 prce
130.84307 -12.43262 -0.56922 -0.03518 1.69594 0.68786 0.69163 1.39640 prap
210.42813 -17.54257 -84.55172 26.87873 -1.71706 0.62654 0.59978 1.40253 ppt3
142.56686 -33.38252 -2.48525 -0.42913 1.25694 1.41989 0.44562 0.79396 poon
142.99703 -38.61742 -0.13479 -0.54512 -0.49006 0.39564 0.40865 0.83862 poca
147.84716 -43.14312 -0.19934 -0.67728 -0.59606 0.83494 0.87445 1.54289 poar
150.68774 -33.73998 -0.79194 0.24791 -1.67906 0.46276 0.48458 1.73953 pnth
138.41601 -34.31187 0.13214 -0.85580 1.32394 0.61944 0.58420 1.15655 pnry
140.82658 -37.40835 0.47443 0.42394 -0.20706 0.88788 0.98605 1.97329 pnla
145.67272 -16.73977 -0.28494 -0.08911 -0.30106 0.52884 0.51089 1.13815 pmcv
152.89768 -31.46190 -0.47078 -0.02135 -0.95206 0.34183 0.33654 0.74829 pmac
144.96092 -37.79981 -0.01190 -1.12396 -1.24706 0.31838 0.35978 0.75478 pkvl
145.48557 -38.07754 0.26931 -0.86993 -1.29906 0.67385 0.64694 1.28272 pknh
145.49414 -38.11134 -0.46129 -0.71719 -2.23606 0.82378 0.76869 1.55175 pkhm
151.63256 -27.71620 -0.65328 0.18656 -0.15806 0.76032 0.79348 1.51023 pits
140.90684 -35.26148 -0.42562 -0.87296 0.19194 0.53988 0.52721 0.97849 pinn
153.33604 -27.80671 -0.46205 -1.08698 -0.13906 0.76779 0.75999 1.29841 pimp
143.32773 -35.05433 -1.16922 -0.63001 -2.06806 0.37186 0.32526 0.80700 pia2
148.40997 -36.41128 -0.06946 -0.27516 -0.41806 0.33740 0.33407 0.74558 per5
150.60515 -34.15761 0.27079 -2.96471 -1.72806 0.43574 0.44849 0.84755 pctn
151.21206 -33.97402 -0.26706 -0.25500 -0.77006 0.31604 0.31456 0.67643 pbot
210.42546 -17.56674 -78.01336 20.26398 15.54794 3.78821 2.20653 8.21523 pam1
144.06779 -38.44210 4.27040 -4.21087 -6.23506 0.50369 0.52665 1.00739 pain
144.10171 -34.19316 0.59836 -0.48090 -1.37306 0.49123 0.46864 0.84864 oxly
148.64605 -32.75384 -0.21956 -0.42753 -0.73206 0.35489 0.34310 0.70974 oval
149.09803 -33.28519 -0.13379 -0.29906 -1.34906 0.32270 0.31907 0.76880 orng
148.45514 -37.70410 -0.17242 -0.25345 -1.67206 0.35295 0.37030 0.83791 orbo
150.74014 -34.00096 1.09365 -1.63270 2.91594 0.46323 0.47858 1.17276 ora2
147.60057 -37.10199 2.29393 -1.15748 -1.85306 0.46206 0.53963 0.83718 omeo
149.85761 -33.70394 -0.23244 -0.11880 -0.37406 0.32714 0.32233 0.68985 obrn
146.31563 -32.06615 0.35521 -0.26515 -1.01606 0.38519 0.37978 0.76751 nyma
118.17497 -33.66562 0.31485 -0.46260 0.82594 0.77826 0.72902 1.25184 nybg
150.60481 -34.87376 -0.07472 -0.18684 -0.54306 0.31654 0.31555 0.69217 nwra
151.76523 -32.92957 -0.16861 -0.30306 -0.20706 0.31845 0.32046 0.68858 nwcs
130.89380 -31.43867 0.27212 -0.55101 -0.14806 0.44843 0.45286 0.80256 nula
133.97004 -21.45723 -0.30530 -0.19640 -0.20006 0.35848 0.35848 0.73020 ntjn
150.44411 -29.04554 -0.13095 0.08002 -0.64906 0.36130 0.36130 0.72733 nsta
139.31687 -35.49012 0.55435 -0.03230 0.36094 0.76314 0.71823 1.67619 nrrg
148.23871 -32.23444 0.20758 0.27681 -1.94106 0.35938 0.35585 0.71356 nrmn
151.71628 -31.51355 -0.08074 1.29611 -0.23306 0.34858 0.38670 0.74792 nowe
141.06917 -17.67168 -0.35195 -0.40714 -0.62206 0.38563 0.38271 0.84127 nmtn
153.23158 -28.59783 0.13192 -0.11107 0.11794 0.37960 0.36662 0.84360 nmbn
190.07935 -19.05300 -78.13358 5.95133 -0.97606 0.70313 0.63758 1.23824 niut
138.48950 -34.79382 0.11423 0.29955 0.50094 0.43012 0.44579 0.84406 nhav
147.19456 -31.56390 0.20166 -0.48845 -0.04406 0.34789 0.35099 0.74890 ngan
145.35209 -38.51399 -0.02597 -0.83736 -1.62606 0.32767 0.33606 0.76930 newh
151.78875 -32.92396 -0.01251 -0.18704 -0.11306 0.34302 0.33892 0.69352 newe
118.82151 -33.02153 2.33414 0.79309 4.46694 0.79261 0.66161 1.43805 newd
153.33472 -27.99080 -0.10298 -0.14558 0.39994 0.79964 0.67678 1.17066 nera
148.69855 -21.64028 -0.17868 0.26698 -0.65206 0.40441 0.41049 0.85480 nebo
146.53754 -34.75190 0.05823 -0.22072 -0.84106 0.33356 0.33067 0.71474 ndra
116.12327 -34.70837 -0.09511 -0.63548 -0.07406 0.35354 0.35105 0.73015 nclf
145.81404 -29.67715 -0.17625 0.19275 -0.42706 0.38096 0.38096 0.74457 nbrk
149.78636 -30.33012 0.01065 -0.33684 0.00594 0.32423 0.32579 0.68513 nbri
138.26278 -34.01695 2.54376 -1.82440 0.55794 0.91584 0.85277 1.26020 nan1
149.33765 -23.73878 -0.17191 -0.28938 0.03694 0.58707 0.45039 0.86561 namo
146.72220 -36.55796 0.23933 -0.32513 0.35194 0.37456 0.39073 0.88594 myrt
115.73808 -33.05508 0.15955 -2.13787 -0.08806 0.79029 0.72148 1.22913 myap
145.98846 -35.99314 5.32923 4.92671 -2.42106 0.39892 0.44789 0.72926 mwal
145.74077 -37.51023 -0.24852 -0.22094 -4.33206 0.47067 0.51505 1.27815 mvil
183.83152 -13.28465 -89.07991 2.30452 -2.92006 0.49546 0.48188 1.40355 mutg
141.18112 -35.26258 -0.01113 -0.37778 0.16194 0.35310 0.33355 0.76556 murr
134.05857 -30.28197 0.16652 -0.27509 -0.14006 0.36710 0.36572 0.71578 mulg
149.58468 -32.58999 -0.13181 -0.16466 -0.55706 0.34667 0.33712 0.78828 mudg
153.46596 -27.03104 0.72131 0.84182 -0.60606 0.82183 0.73299 1.58228 mtn2
151.56030 -32.73698 0.57012 -0.43896 -0.26906 0.41808 0.41117 0.79404 mtld
139.48643 -20.69040 0.01674 -1.26148 -0.55006 0.36319 0.36065 0.72160 mtis
151.09911 -32.61543 1.04879 -0.80795 0.42594 0.38695 0.37030 0.85672 mthr
131.49273 -22.13280 -0.15036 -0.27864 0.05494 0.33948 0.33992 0.70352 mtdn
146.44879 -37.14513 -0.08377 -0.77356 -0.65706 0.38850 0.39881 0.86260 mtbu
138.86042 -35.06342 -0.07527 -0.28458 0.50894 0.52189 0.49731 0.95891 mtb2
150.35526 -32.13975 -0.09911 -0.03075 -0.65006 0.36223 0.35870 0.74561 mrwa
167.87580 -21.54756 -1.73746 -0.86373 -0.53406 1.45913 1.45140 2.99121 mrtg
147.85034 -20.55604 -0.33930 -0.15731 0.19394 0.47703 0.46519 1.01730 mrt9
148.22709 -19.99976 -0.87890 -0.68157 -1.80706 0.47650 0.46023 0.98285 mrt8
147.28074 -20.05887 0.21870 -0.24147 0.35194 0.59405 0.55869 1.24005 mrt7
147.84268 -19.92292 0.33041 -0.37808 0.05294 0.49091 0.45302 0.97613 mrt6
145.99626 -18.68493 -0.29351 -0.50190 -0.59206 0.46762 0.45067 1.06219 mrt5
146.32838 -18.52768 1.46280 -0.14004 -0.62806 0.45421 0.45660 0.98157 mrt4
